"No.","Time","Source","Destination","Protocol","Length","Info"
"4352","52.616394","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4353","52.631830","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4354","52.642638","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4355","52.650161","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4356","52.670897","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4357","52.690125","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4358","52.696373","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4359","52.705723","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4360","52.722063","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4361","52.730326","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4362","52.749476","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4363","52.770624","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4364","52.777911","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4365","52.789903","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4366","52.801596","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4367","52.821681","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4368","52.821905","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4369","52.828388","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4370","52.839873","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4371","52.854730","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4372","52.880180","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4373","52.881037","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4374","52.900132","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4375","52.909190","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4376","52.920552","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4377","52.934174","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4378","52.960566","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4379","52.961433","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4380","52.980586","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4381","52.987108","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4382","53.000417","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4383","53.019712","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4384","53.040169","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4385","53.040332","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4386","53.060624","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4387","53.066639","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4388","53.080580","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4389","53.102475","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4390","53.120594","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4391","53.124287","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4392","53.139925","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4393","53.146148","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4394","53.160282","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4395","53.172362","204.79.197.200","10.0.18.164","TCP","60","[TCP Previous segment not captured] 443  >  9605 [ACK] Seq=380181 Ack=1 Win=16385 Len=1 [TCP segment of a reassembled PDU]"
"4396","53.172446","10.0.18.164","204.79.197.200","TCP","54","[TCP ZeroWindow] [TCP ACKed unseen segment] 9605  >  443 [ACK] Seq=1 Ack=380182 Win=0 Len=0"
"4397","53.174099","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4398","53.174275","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4399","53.200266","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4400","53.220370","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4401","53.226459","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4402","53.239809","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4403","53.261511","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4404","53.279436","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4405","53.279644","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4406","53.290300","VMware_ef:5e:64","Broadcast","ARP","60","Who has 192.168.18.1? Tell 192.168.18.2"
"4407","53.305921","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4408","53.330436","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4409","53.331985","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4410","53.333324","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4411","53.350266","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4412","53.360219","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4413","53.370411","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4414","53.387330","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4415","53.405983","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4416","53.413316","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4417","53.421866","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4418","53.439430","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4419","53.460506","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4420","53.466458","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4421","53.480252","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4422","53.494561","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4423","53.519261","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4424","53.519729","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4425","53.540582","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4426","53.546496","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4427","53.560721","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4428","53.572012","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4429","53.580463","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4430","53.598425","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4431","53.620293","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4432","53.624888","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4433","53.640599","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4434","53.653702","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4435","53.678403","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4436","53.678868","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4437","53.704191","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4438","53.705583","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4439","53.720634","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4440","53.731910","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4441","53.739917","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4442","53.758486","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4443","53.780332","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4444","53.784899","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4445","53.799977","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4446","53.811510","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4447","53.820354","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4448","53.837924","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4449","53.860641","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4450","53.864372","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4451","53.880423","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4452","53.891194","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4453","53.900277","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4454","53.917938","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4455","53.918459","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4456","53.943972","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4457","53.960314","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4458","53.970400","74.125.12.169","10.0.18.164","UDP","669","443  >  65459 Len=627"
"4459","53.974317","10.0.18.164","74.125.12.169","UDP","921","65459  >  443 Len=879"
"4460","53.983672","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4461","54.030610","74.125.12.169","10.0.18.164","UDP","70","443  >  65459 Len=28"
"4462","54.035921","74.125.12.169","10.0.18.164","UDP","176","443  >  65459 Len=134"
"4463","54.036435","10.0.18.164","74.125.12.169","UDP","78","65459  >  443 Len=36"
"4464","54.036764","74.125.12.169","10.0.18.164","UDP","1287","443  >  65459 Len=1245"
"4465","54.036819","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4466","54.042381","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4467","54.060484","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4468","54.069449","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4469","54.080094","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4470","54.095501","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4471","54.120475","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4472","54.122066","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4473","54.140519","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4474","54.148185","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4475","54.149309","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4476","54.160398","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4477","54.175934","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4478","54.200246","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4479","54.202385","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4480","54.220749","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4481","54.228910","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4482","54.240409","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4483","54.255434","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4484","54.280122","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4485","54.281906","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4486","54.300831","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4487","54.308970","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4488","54.320530","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4489","54.335253","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4490","54.359958","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4491","54.360198","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4492","54.361311","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4493","54.379934","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4494","54.387898","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4495","54.400632","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4496","54.416177","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4497","54.440226","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4498","54.440843","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4499","54.460430","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4500","54.467761","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4501","54.480043","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4502","54.494023","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4503","54.520387","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4504","54.520770","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4505","54.540194","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4506","54.546631","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4507","54.547799","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4508","54.560396","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4509","54.574740","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4510","54.600477","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4511","54.600858","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4512","54.620394","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4513","54.627766","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4514","54.640503","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4515","54.654002","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4516","54.680042","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4517","54.680335","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4518","54.700569","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4519","54.706861","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4520","54.720477","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4521","54.733397","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4522","54.760246","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4523","54.760404","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4524","54.760480","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4525","54.780074","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4526","54.786450","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4527","54.800564","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4528","54.812892","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4529","54.820383","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4530","54.840380","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4531","54.860172","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4532","54.865821","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4533","54.875963","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4534","54.892368","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4535","54.907954","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4536","54.918938","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4537","54.939884","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4538","54.945014","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4539","54.946283","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4540","54.959901","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4541","54.972833","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4542","54.980022","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4543","54.999391","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4544","55.020411","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4545","55.025826","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4546","55.040230","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4547","55.052673","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4548","55.060418","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4549","55.078916","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4550","55.100396","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4551","55.105300","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4552","55.120449","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4553","55.133303","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4554","55.158736","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4555","55.159196","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4556","55.159397","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4557","55.185294","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4558","55.200334","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4559","55.211413","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4560","55.220269","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4561","55.237994","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4562","55.260385","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4563","55.264713","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4564","55.280558","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4565","55.290949","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4566","55.300199","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4567","55.317285","74.125.12.169","10.0.18.164","UDP","573","443  >  65459 Len=531"
"4568","55.322148","10.0.18.164","74.125.12.169","UDP","923","65459  >  443 Len=881"
"4569","55.328607","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4570","55.349118","74.125.12.169","10.0.18.164","UDP","70","443  >  65459 Len=28"
"4571","55.350743","74.125.12.169","10.0.18.164","UDP","176","443  >  65459 Len=134"
"4572","55.351063","10.0.18.164","74.125.12.169","UDP","78","65459  >  443 Len=36"
"4573","55.351497","74.125.12.169","10.0.18.164","UDP","1287","443  >  65459 Len=1245"
"4574","55.360121","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4575","55.360791","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4576","55.380134","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4577","55.387402","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4578","55.399925","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4579","55.413890","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4580","55.435934","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4581","55.440990","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4582","55.451368","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4583","55.467105","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4584","55.490301","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4585","55.492933","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4586","55.494244","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4587","55.506383","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4588","55.521088","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4589","55.530266","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4590","55.547397","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4591","55.570140","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4592","55.574092","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4593","55.590563","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4594","55.600685","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4595","55.627211","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4596","55.627524","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4597","55.653858","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4598","55.670901","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4599","55.679895","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4600","55.690518","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4601","55.706932","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4602","55.707009","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4603","55.722531","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4604","55.732924","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4605","55.740750","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4606","55.759453","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4607","55.780053","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4608","55.785879","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4609","55.800266","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4610","55.812385","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4611","55.820317","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4612","55.838927","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4613","55.860415","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4614","55.864957","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"4615","55.866588","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4616","55.880852","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4617","55.892922","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4618","55.900287","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4619","55.919492","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4620","55.940363","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4621","55.947086","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4622","55.960394","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4623","55.973918","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4624","55.998963","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4625","55.999345","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4626","56.026639","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4627","56.040158","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4628","56.054516","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4629","56.078363","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4630","56.078635","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4631","56.078768","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4632","56.104870","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4633","56.120120","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4634","56.131426","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4635","56.140395","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4636","56.158665","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4637","56.180550","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4638","56.184574","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4639","56.200485","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4640","56.210925","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4641","56.220046","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4642","56.237353","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4643","56.260384","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4644","56.264178","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4645","56.280187","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4646","56.290428","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4647","56.300351","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4648","56.316910","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4649","56.340645","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4650","56.343660","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4651","56.360705","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4652","56.369940","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4653","56.380753","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4654","56.396447","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4655","56.416534","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4656","56.422968","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"4657","56.432025","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4658","56.439461","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"4659","56.441028","10.0.18.164","142.251.10.190","UDP","1285","54349  >  443 Len=1243"
